episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,connector_metrics/ObsPreprocessorConnector_ms,connector_metrics/StateBufferConnector_ms,connector_metrics/ViewRequirementAgentConnector_ms,timers/training_iteration_time_ms,timers/sample_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,sampler_results/sampler_perf/mean_raw_obs_processing_ms,sampler_results/sampler_perf/mean_inference_ms,sampler_results/sampler_perf/mean_action_processing_ms,sampler_results/sampler_perf/mean_env_wait_ms,sampler_results/sampler_perf/mean_env_render_ms,sampler_results/connector_metrics/ObsPreprocessorConnector_ms,sampler_results/connector_metrics/StateBufferConnector_ms,sampler_results/connector_metrics/ViewRequirementAgentConnector_ms
-333861.0,-333861.0,-333861.0,768.0,1,0,1,0,0,1000,0,1000,0,1000,0,139.17800077162866,0.0,1000,0,1000,False,1,1,c28e8_00000,2023-12-11_10-48-28,1702320508,7.1876585483551025,7.1876585483551025,17512,059Latitude3410,127.0.0.1,7.1876585483551025,1,1000,0,1000,0,-333861.0,-333861.0,-333861.0,768.0,1,0,[-333861.0],[768],1.0735998144159309,1.6955869657533629,0.09205862954184488,0.052674071533934816,0.0,0.0,0.0,0.09572505950927734,6.713,6.117,1000,0,1000,0,17.945454545454545,97.5090909090909,[-333861.0],[768],1.0735998144159309,1.6955869657533629,0.09205862954184488,0.052674071533934816,0.0,0.0,0.0,0.09572505950927734
-333861.0,-333861.0,-333861.0,768.0,0,0,1,0,0,2000,32000,2000,32000,1000,32000,27.175046205730474,869.6014785833752,2000,32000,2000,False,1,2,c28e8_00000,2023-12-11_10-49-05,1702320545,36.80547380447388,43.99313235282898,17512,059Latitude3410,127.0.0.1,43.99313235282898,2,2000,32000,2000,32000,-333861.0,-333861.0,-333861.0,768.0,0,0,[-333861.0],[768],1.0735998144159309,1.6955869657533629,0.09205862954184488,0.052674071533934816,0.0,0.0,0.0,0.09572505950927734,36.052,11.572,2000,32000,2000,32000,26.07450980392157,97.50392156862746,[-333861.0],[768],1.0735998144159309,1.6955869657533629,0.09205862954184488,0.052674071533934816,0.0,0.0,0.0,0.09572505950927734
-333861.0,-333861.0,-333861.0,768.0,0,0,1,0,0,3000,64000,3000,64000,1000,32000,27.649020401408443,884.7686528450702,3000,32000,3000,False,1,3,c28e8_00000,2023-12-11_10-49-41,1702320581,36.17729640007019,80.17042875289917,17512,059Latitude3410,127.0.0.1,80.17042875289917,3,3000,64000,3000,64000,-333861.0,-333861.0,-333861.0,768.0,0,0,[-333861.0],[768],1.0735998144159309,1.6955869657533629,0.09205862954184488,0.052674071533934816,0.0,0.0,0.0,0.09572505950927734,35.8,11.879,3000,64000,3000,64000,25.58,97.41799999999998,[-333861.0],[768],1.0735998144159309,1.6955869657533629,0.09205862954184488,0.052674071533934816,0.0,0.0,0.0,0.09572505950927734
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,2,0,1,0,0,4000,96000,4000,96000,1000,32000,27.758775616195354,888.2808197182513,4000,32000,4000,False,3,4,c28e8_00000,2023-12-11_10-50-17,1702320617,36.03362703323364,116.20405578613281,17512,059Latitude3410,127.0.0.1,116.20405578613281,4,4000,96000,4000,96000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,2,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,35.688,11.67,4000,96000,4000,96000,25.7235294117647,96.7392156862745,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,5000,128000,5000,128000,1000,32000,27.453169361080015,878.5014195545605,5000,32000,5000,False,3,5,c28e8_00000,2023-12-11_10-50-54,1702320654,36.43342041969299,152.6374762058258,17512,059Latitude3410,127.0.0.1,152.6374762058258,5,5000,128000,5000,128000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,35.876,11.61,5000,128000,5000,128000,26.672549019607843,96.11176470588236,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,6000,160000,6000,160000,1000,32000,27.40151569311327,876.8485021796247,6000,32000,6000,False,3,6,c28e8_00000,2023-12-11_10-51-30,1702320690,36.501333475112915,189.13880968093872,17512,059Latitude3410,127.0.0.1,189.13880968093872,6,6000,160000,6000,160000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,44.618,14.24,6000,160000,6000,160000,25.752941176470586,95.97058823529412,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,7000,192000,7000,192000,1000,32000,27.474876950098327,879.1960624031465,7000,32000,7000,False,3,7,c28e8_00000,2023-12-11_10-52-07,1702320727,36.40460562705994,225.54341530799866,17512,059Latitude3410,127.0.0.1,225.54341530799866,7,7000,192000,7000,192000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,35.497,11.747,7000,192000,7000,192000,27.002000000000002,94.57400000000001,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,8000,224000,8000,224000,1000,32000,27.741143911324407,887.716605162381,8000,32000,8000,False,3,8,c28e8_00000,2023-12-11_10-52-43,1702320763,36.05650305747986,261.5999183654785,17512,059Latitude3410,127.0.0.1,261.5999183654785,8,8000,224000,8000,224000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,35.914,12.261,8000,224000,8000,224000,24.845098039215685,88.3549019607843,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,9000,256000,9000,256000,1000,32000,27.50102695187243,880.0328624599177,9000,32000,9000,False,3,9,c28e8_00000,2023-12-11_10-53-19,1702320799,36.37125897407532,297.97117733955383,17512,059Latitude3410,127.0.0.1,297.97117733955383,9,9000,256000,9000,256000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,35.651,12.15,9000,256000,9000,256000,25.723529411764712,89.521568627451,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,1,0,0,10000,288000,10000,288000,1000,32000,27.665176373229766,885.2856439433525,10000,32000,10000,False,3,10,c28e8_00000,2023-12-11_10-53-56,1702320836,36.155537843704224,334.12671518325806,17512,059Latitude3410,127.0.0.1,334.12671518325806,10,10000,288000,10000,288000,-99112.0,-1093293.0,-508755.3333333333,1063.3333333333333,0,0,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053,36.766,11.966,10000,288000,10000,288000,25.6,89.95200000000001,"[-333861.0, -1093293.0, -99112.0]","[768, 2276, 146]",1.2107442279644214,1.5415408910323247,0.11515257119527877,0.05839801608911719,0.0,0.0,0.0,0.12520154317220053
